           Lore1	           Lore2	          Lore10	         Lore100	
       -0.629973	        0.412877	        0.830319	        -11.0881	
       -0.309908	       -0.621277	        0.424643	      -0.0444806	
         -1.1433	      -0.0706544	       0.0104802	         1.18481	
        0.417281	         3.08308	         1.79553	        0.482924	
         3.44119	         3.74246	         2.65939	        0.562353	
         1.44748	        0.915928	         1.92462	        0.343267	
          2.0792	         2.17382	        0.457511	        -6.32741	
         1.19237	        0.280127	       0.0314463	         1.09379	
        -3.97143	        -1.82276	       -0.632926	        -1.45842	
       -0.560064	         2.35269	       -0.393296	         2.26385	
         5.44058	         1.31835	         5.65438	        0.325242	
       -0.318204	       -0.561586	       -0.376992	       -0.745373	
       -0.734134	       -0.278411	        0.207498	       -0.197275	
         -2.2892	       -0.554089	         0.12038	        -3.23683	
        -1.44989	       -0.750337	       -0.620665	        0.366371	
        -2.77315	        -1.64534	       -0.304367	       -0.859402	
        -19.9869	        -10.6972	         -1.8867	        0.284366	
         0.64229	        0.638779	        -1.14455	        -1.03984	
        -1.06715	       -0.626871	         2.27336	        0.370772	
          4.6919	         1.81222	         12.1318	         5.58544	
       -0.919117	       -0.985343	       -0.106874	        -0.12799	
          1.5126	         14.3351	        -9.11792	       -0.610453	
        0.466606	        0.364202	        -2.18029	           1.124	
        0.982691	         6.96971	         1.13747	         1.72353	
       -0.609188	         0.91515	          1.7103	        -0.74869	
       -0.779182	       -0.360686	        0.615272	        -0.78441	
        -37.8762	        -18.4617	        -4.44167	        0.740715	
        -4.83524	        -2.77887	       -0.811533	        -1.97143	
         5.44846	         2.37513	        -1.45827	        -39.6685	
       -0.651238	       -0.685954	        0.634927	         1.53363	
       -0.659749	         7.89671	         1.60712	        0.548635	
         1.65212	        -1.93095	       0.0855874	       -0.937789	
        -1.29091	        -1.04629	        0.612498	         2.79692	
         -7.2517	        -3.90507	         2.53701	       -0.490829	
        -8.46576	        -3.50145	        -21.3876	        -1.81849	
         2.87688	         4.26668	        0.631912	       -0.571443	
         3.18628	         2.09264	        0.153832	        0.634352	
          1.6552	        0.799638	        0.512829	       -0.166276	
        0.188005	        0.509975	         3.60905	        0.421387	
         13.0394	         6.77356	         9.17073	       -0.567645	
        0.857604	         7.29563	         1.49076	         5.85677	
       -0.628068	       -0.101628	        -1.11028	        -2.14338	
       -0.602965	       0.0267812	        -2.10264	       -0.410795	
        0.234249	       -0.123872	        0.908331	        0.226351	
         1.54077	         1.16466	        -1.34117	       -0.537906	
        -1.92181	        -1.02969	        -9.00032	        -4.90575	
        0.155187	        0.307543	       -0.125135	        0.152861	
         100.514	         49.6759	         10.4646	         3.12718	
        -1.06134	       -0.459532	       -0.766569	         2.34226	
         1.01188	         1.90923	        0.253194	        -1.53707	
         1.16422	          1.6621	       -0.128478	         2.25981	
        -3.83888	        -6.65029	        -1.93057	       -0.601856	
        -3.11412	        -1.30885	        0.153228	         1.54336	
         2.28253	        0.391837	          0.6093	        -12.1462	
         1.40836	         4.95464	         2.42751	        0.990352	
        -1.25216	        -0.84425	        0.238229	        0.751876	
        -2.19813	        -2.60387	       -0.498739	        -1.47463	
        -6.37037	         -4.1004	        -2.03517	        -1.45367	
        -11.4206	        -5.91698	        0.970467	         0.16638	
        0.908155	        0.671344	      -0.0086632	         1.14497	
       -0.569892	        0.506671	         5.56302	        0.132178	
        -16.3524	        -8.13367	       -0.973694	        0.138151	
       -0.746456	        -1.16303	        0.279039	      -0.0718654	
        0.220122	        0.432236	       -0.128363	          1.1449	
         -10.397	        -4.07903	       -0.359983	        0.371675	
         -1.1243	       -0.113056	        0.386351	        0.577625	
        0.166132	        0.115927	         4.55552	         1.36585	
        0.944397	        -1.68256	         2.51601	        0.818079	
         1.03273	        0.667097	         11.9818	         2.29517	
         9.34723	         -19.837	        -1.72368	        -5.59007	
        -1.47678	         -4.8079	        -4.71615	        -1.38095	
        0.211331	        0.836717	     -0.00382378	       -0.663259	
        0.303618	        0.780038	         1.47221	        0.356439	
        -2.65516	          6.5225	         1.48865	         1.92453	
         1.72248	        0.282044	         0.24566	        0.747811	
        -3.12237	        -3.74802	       -0.483461	        0.643861	
        0.633744	         2.59578	       -0.958893	       -0.585534	
        -0.52971	         -6.0575	        -1.30447	      -0.0257907	
        -1.10539	        -3.55257	        -1.27063	         -2.5384	
         1.09184	       -0.542277	        -1.03455	       0.0884057	
         -19.527	        -9.74721	        -2.33059	        0.241308	
        0.514339	         0.95028	        0.228752	        -1.57609	
       -0.860765	        -2.43144	        0.940547	        0.884055	
         1.25251	         4.05916	          1.4057	       -0.123613	
        0.722305	          1.3996	         4.25499	         11.1404	
        0.147062	       0.0469851	        0.360094	         1.14152	
        0.178537	        0.969507	        0.665158	        0.509349	
        0.368272	        -4.05796	        0.214861	       -0.320568	
       -0.378089	      -0.0849625	       -0.172692	       -0.319159	
       -0.439661	       -0.808234	       0.0929025	       -0.650648	
        0.450692	        0.521724	        0.210053	        -3.73241	
       -0.597338	         12.4602	        -121.171	        -11.5607	
       -0.449773	          1.4822	       -0.699149	        -66.4052	
        0.374069	        0.118472	         2.69597	        0.442942	
         7.69478	         3.74125	       -0.190586	       -0.770005	
        -1.65623	        -1.16364	        -1.02383	       -0.126455	
        0.261924	       -0.138981	         65.1867	          7.9267	
          8.9544	         4.44012	         2.15266	         10.2257	
         1.46604	        0.400549	         12.7721	         1.39162	
        0.297656	        -0.34047	         7.38917	         1.15697	
       -0.326105	       -0.551808	         1.81749	        0.302047	
        -12.2849	        -6.43907	        -0.94716	        -1.46822	
          3.9025	         1.34447	        0.330361	        -1.71236	
     -0.00471603	         1.74836	         1.62096	        -1.27858	
          2.4641	         1.13066	        0.813165	         1.69783	
          7.2868	         4.77118	         2.51965	        0.644643	
       -0.187502	        -1.08313	       -0.685471	        -4.89478	
         3.41357	         1.75725	        -1.24515	       -0.421544	
         1.44449	       -0.285631	       -0.940477	       -0.500895	
       -0.164584	       -0.272436	         1.65146	          1.5728	
        -1.06237	        -2.48814	       -0.465218	        -1.37663	
       -0.797889	         2.08124	        0.128577	          1.5158	
         -2.0866	         12.6525	         5.80023	         1.24323	
        -1.74376	       -0.012417	        0.150022	         9.54558	
        -1.32947	       -0.693894	        -3.18484	        -12.8054	
        0.138173	        0.326863	        0.381258	         1.00506	
         2.79576	          1.2432	       -0.991909	        -1.49874	
          -1.156	        0.075364	       -0.635963	        0.657206	
        0.897569	        0.332146	         1.91141	       -0.646798	
         1.36951	         0.60447	         11.5575	         2.16252	
       0.0611119	         150.529	         30.3546	       -0.940875	
         1.51869	        0.900129	       -0.376281	        0.522681	
        0.473411	        0.274559	        -1.37712	        -1.19375	
         2.62683	         0.93733	         -4.4165	      -0.0539717	
         3.79836	         2.26574	        -0.92361	         1.36053	
        -2.06526	       -0.525873	         1.78191	        0.667005	
      -0.0318209	        -1.65371	        -1.46938	         0.36671	
        -15.7722	        -7.52969	        -1.67511	        -8.31731	
        0.101279	        -2.34101	        -1.19008	         1.09157	
        -15.1653	         8.68025	         2.25146	        0.472675	
        -2.28627	         0.11353	        -1.07942	        -6.08205	
         1.07559	        0.312925	         2.29471	      -0.0787784	
        -1.65651	        -1.11449	         0.79866	       -0.187349	
         1.05065	        0.500425	       -0.395689	        0.818023	
        -4.04074	        -2.26781	        -2.79232	         1.58573	
      -0.0633315	         25.5571	         3.98187	         2.34034	
         3.09523	         1.87927	        0.711166	         1.97744	
        0.236816	      0.00704704	      0.00479526	        -2.43534	
        -4.92459	        -1.43048	         61.2404	         4.72756	
         1.55926	         1.11281	       -0.627989	        0.880349	
       -0.950482	       -0.241743	       0.0656644	       -0.483409	
        0.153229	        0.652154	         2.19018	       0.0420926	
       0.0615733	       -0.673361	       -0.371976	       -0.392518	
       -0.620764	       0.0456376	        -1.48235	        -2.35897	
         1.77793	       -0.209228	        0.189746	        0.607409	
        -9.84775	        -4.00493	       -0.904417	         1.29769	
       -0.791874	        -1.06162	        0.788752	       -0.233789	
         11.5866	         1.55122	          1.6757	        -1.22736	
         2.25757	         3.63703	         3.87318	         2.70935	
         19.2285	         10.4091	         1.88096	       -0.128781	
        -2.16575	        -0.96036	        -1.09627	       -0.374268	
         1.19234	        0.582159	       -0.487119	        -4.21665	
       -0.875936	         7.11616	         1.85887	         4.56511	
       -0.338931	       -0.590694	        0.164667	         -0.6066	
         1.25684	        -6.92655	       -0.431399	           0.194	
        0.645463	      0.00323386	         1.38496	       -0.444959	
         1.06665	         -1.0531	       -0.485871	        0.157609	
        0.560168	      -0.0669888	        0.300403	       -0.580953	
        -1.55381	       -0.645246	        0.479301	        -9.77313	
       -0.283484	       -0.129851	        -0.26013	         1.35536	
       -0.608349	       -0.257089	        -0.26805	       -0.305686	
         2.79707	         2.79552	        0.137661	        0.346634	
         11.6443	         5.69157	        0.753998	       -0.797006	
          7.4963	        -3.10244	         0.74447	         7.91246	
       -0.348298	        0.643585	        0.319399	        -1.00021	
        0.851084	        0.765125	       -0.645052	        -3.85432	
         1.20984	         0.52369	       -0.892971	         -37.261	
       -0.620553	       0.0625848	       0.0175183	        -5.99592	
       -0.249171	         782.581	         158.522	         16.3984	
        0.912957	        0.670703	        -4.58874	        -0.53726	
        -2.03485	        -2.30011	      -0.0438403	        0.303843	
         1.98534	        -1.54775	     -0.00214343	       -0.329041	
        0.174329	         -1.4883	         1.01749	        0.129017	
         1.85792	       -0.464637	        0.374265	        -28.6351	
         12.6664	         10.2781	         3.03587	         3.59738	
        0.875029	        0.229758	       0.0313733	        0.619959	
        0.432448	        0.553674	        0.885436	        -17.7471	
          -1.593	       -0.826124	        -0.38327	      -0.0432085	
         0.12815	       -0.256733	        0.806266	         1.37774	
       0.0856206	       0.0882468	         1.10153	        -0.73472	
       -0.171787	       0.0619426	        0.342279	         46.5606	
       -0.657967	       -0.354601	        -1.09883	        0.571872	
        0.250096	        -1.39107	          -1.497	          1.7629	
       -0.642072	     -0.00504885	        0.287583	       -0.142882	
       -0.618385	       -0.485261	         7.17263	        0.827431	
        0.141549	        0.461544	     -0.00488599	        -2.35969	
         4.30519	         1.09628	        0.690719	        -2.24917	
         3.75131	         25.9188	         4.69209	         1.44892	
         3.75528	         2.09659	        -2.00144	         2.76102	
         93.0352	         47.2774	         8.54495	         1.54709	
        -1.40107	         0.30146	        0.199089	       -0.196648	
        -1.62287	       -0.552304	       -0.417302	       -0.477921	
         1.48689	      -0.0614276	        -1.52596	          -1.696	
        0.241612	       -0.800086	        0.934983	         2.85146	
         4.51452	         2.31971	        0.806582	        0.141021	
       -0.106796	      0.00594122	       -0.469908	       -0.484426	
        -7.22868	        -26.8257	        -5.41104	         1.27213	
         -1.9414	        -2.03825	       -0.817684	         3.80853	
        -2.52125	       -0.927643	       -0.186458	         5.34676	
         -3.1626	        -1.96533	        -2.84108	         -1.6914	
       -0.270708	          1.0816	        0.463749	        0.417209	
         4.08036	         1.89593	        -1.39583	       -0.208412	
        -1.54383	        0.270537	       -0.829658	        0.941812	
       0.0149302	         1.94186	        0.144817	      -0.0794958	
         2.12765	        -3.48865	      -0.0817197	        0.962151	
         0.49321	        -2.71353	         20.2403	        0.968158	
        0.957919	         0.95886	        0.971631	         2.15169	
         0.74661	        -4.24546	        0.694905	       -0.313848	
      -0.0614053	          -26.19	           -6.17	          -8.316	
       -0.588263	       -0.407497	       -0.338785	         2.68156	
        -34.3169	        -17.8972	        -3.03938	         1.09894	
       -0.330211	         6.19702	         3.29247	        -0.25638	
         4.11098	          1.9932	        0.405272	         1.04951	
       -0.435999	       -0.567977	       0.0524491	         0.12202	
         4.96116	         2.84979	        0.383148	       -0.128817	
         2.68836	        0.555282	        -7.40056	        0.199977	
         7.45886	         3.53316	         1.00702	       -0.370437	
         0.85296	        -2.88465	       -0.164751	       -0.231432	
        0.465261	       0.0314023	        0.152847	         -8.3502	
         1.32237	        0.953563	       0.0646915	         1.93886	
        -0.33083	       -0.911837	       0.0979843	       -0.029274	
        -1.02783	       -0.382159	      -0.0838909	         1.15578	
         -2.5704	        -2.20845	        -33.1544	        -3.58035	
         1.63072	         1.08013	        0.564969	         1.21914	
        0.318368	       0.0448286	        -1.67971	         1.32098	
       -0.973271	       -0.178481	        0.349876	        0.135422	
         3.74135	         2.70708	         -2.4307	        0.124903	
        -26.5576	         -16.073	        -3.43276	        0.562934	
        0.173387	      -0.0452928	       -0.367488	        -1.20752	
         1.15417	        0.154836	      -0.0528488	         1.92229	
         2.48052	         1.67125	        0.317724	       -0.422507	
        -3.72937	       -0.273367	       -0.539386	          1.2103	
       -0.607298	        -1.22631	        0.100058	       -0.623726	
        -2.45257	        -1.23246	       0.0199805	         1.12404	
        -1.82719	        -1.16144	        -0.78564	         2.11061	
         4.83181	          3.4177	         2.82401	         1.80799	
        -99.4814	        -49.6604	         -10.333	        0.114004	
         0.46511	        0.950944	        0.566827	       -0.388299	
          1.1025	        0.100734	         0.85011	         2.87437	
        -2.69673	        -1.13881	       0.0428221	         1.73157	
         -2.4751	       -0.329646	        -1.09961	       -0.691137	
         28.0606	         14.0033	          3.2842	         30.5595	
        -2.18397	        -18.5708	        -4.43131	       -0.514396	
        0.294569	       -0.317622	        -7.76724	        0.278714	
        0.124609	       -0.792406	       -0.621205	         3.50715	
        0.549693	         1.09587	        -223.614	        -22.7104	
       -0.804592	        -0.55175	         -7.9395	         2.17889	
         2.47347	          1.4521	        0.644226	       -0.605539	
        0.587515	         0.83881	       -0.411692	        0.744387	
         0.52478	        0.526372	         3.62515	     -0.00444179	
        -1.15858	       -0.995414	        0.154909	        0.160003	
        -5.27388	        -3.01596	         22.0724	         1.57344	
       -0.848528	       -0.318302	         0.45981	         1.23912	
        -10.8876	        -5.31389	           1.315	        0.480872	
       -0.787837	        -2.07163	         0.04453	        0.691374	
       -0.854567	        -2.25001	         2.74903	       -0.279092	
        -2.13283	         1.79883	        0.621205	         2.09988	
          1.5442	       -0.369673	         1.16401	        0.406365	
      -0.0115644	        -1.90932	        0.252596	         1.89595	
       -0.711652	        0.951119	        0.849016	        -1.89304	
        0.675182	        0.571302	       -0.139279	         1.48542	
        0.581579	        0.399239	         1.05507	      -0.0565781	
         1.20949	        -3.47694	        -1.41638	       0.0560797	
        0.106373	       -0.720782	         30.1093	          2.5786	
         1.41161	        0.383593	         1.45854	         5.91229	
        0.877598	           1.048	        -2.18759	        -1.59627	
         2.80069	          2.4482	         28.1673	        -4.77807	
        -3.99651	        -1.28904	        0.651499	         1.27175	
       -0.471082	       -0.311289	        -7.61763	        -1.14073	
       -0.470441	       0.0578294	       -0.237301	        -5.28107	
        0.500454	         1.98646	        -1.44728	        0.688067	
          1.9544	        0.658441	        0.171884	        -0.16428	
        0.450406	         1.09157	         3.89509	         10.4345	
         1.11147	        0.592908	         1.32512	         2.10768	
          1.4938	        0.717171	        0.473341	         1.24748	
        -1.56353	       -0.627099	        0.398438	       -0.713471	
       0.0956261	        0.116842	         1.25477	         1.15844	
       -0.859505	         12.5769	         3.07517	       -0.532011	
        -10.4695	        -5.14777	       -0.469616	        -1.63855	
        -1.91992	       -0.411939	      -0.0274546	         1.99243	
         1.11955	         2.91008	       -0.966849	        0.602774	
        -2.06666	        -0.68127	        0.263147	         1.62366	
        -1.81324	        0.458748	        -6.89112	        -2.10516	
         8.01302	         4.05025	        -1.16468	        0.192483	
        -2.63847	        0.237298	         1.18705	       -0.797233	
      -0.0835183	        0.444577	         3.13553	       -0.478577	
         5.19516	         4.79923	       -0.147799	       0.0444555	
        -2.69111	        -5.09823	       -0.631973	        -1.19234	
        0.138493	        -1.29478	         1.17268	        -1.20418	
       -0.911348	       -0.841167	       -0.393736	        -1.04654	
        -0.36602	       -0.863921	        -1.06834	        -3.03709	
       -0.987239	         7.42417	         15.7948	         6.90934	
       0.0916216	        0.288223	       -0.497709	      -0.0941794	
        -3.45117	        -1.18004	        0.514954	         4.56524	
       -0.754182	       -0.771754	       -0.445233	        -9.48455	
        -1.07578	        -1.34837	        -1.04254	        0.104619	
         3.61477	         2.20963	        0.913228	        -1.81582	
        0.219878	       -0.131067	       -0.368142	        -12.2788	
        -0.78564	       -0.179405	         -1.5971	       -0.885967	
        0.711516	        0.386638	       -0.129827	         6.39709	
        0.266266	        0.548783	        -4.42892	        0.156086	
         5.29776	         2.34878	         6.83748	        0.549886	
         1.46267	         1.55437	        -2.92868	         1.06481	
       -0.939669	       -0.654017	        -1.37112	        -1.17025	
        -1.05531	      -0.0429187	       -0.485529	        0.307972	
        -2.95649	        -1.74065	    -0.000444202	       -0.112221	
         -3.9101	        -1.64965	       0.0270629	        -0.16004	
         1.01445	        0.459368	         0.62475	       -0.406271	
         1.35757	        0.506545	        0.654018	        0.111926	
        0.228057	        0.149757	        0.318735	        0.732753	
        -2.70085	        -1.67909	        0.046768	          2.8461	
         2.57942	         2.29167	        -1.95211	       -0.387273	
         6.38016	         2.62518	        0.924598	     -0.00339114	
        0.178272	        0.945234	        -2.22782	        0.894083	
         3.63132	         0.46895	         1.18071	        0.203639	
        0.433792	        0.823284	         1.84648	        0.153934	
         1.03354	          2.7301	       -0.964317	         2.70173	
         5.36542	         2.69908	        0.236347	       -0.835565	
        -2.61004	        -1.81515	       0.0701801	         1.11092	
       -0.243146	         0.22969	         3.20833	         1.09497	
        -2.79929	       -0.897416	        0.508164	        0.303697	
         13.9181	         7.18781	         2.67697	       -0.112716	
         -2.2639	       -0.610908	        0.286731	        0.211331	
          2.4758	         1.47469	         4.53043	        -1.26875	
        0.204258	        0.594506	        -1.17781	         3.41601	
       -0.784135	       -0.127626	        0.480596	       -0.144008	
         8.98388	         4.97156	         4.49033	         10.3165	
         2.89093	         1.50999	        -2.18452	        0.403576	
         1.63021	         1.71695	        0.619839	        0.215023	
        -7.39828	        -4.71068	       -0.445121	        0.013655	
        0.100279	       -0.167129	        0.778631	        -2.30234	
       -0.470613	       -0.356781	        0.590554	       -0.233642	
        -1.53355	        -1.05479	        -2.69398	       -0.368035	
         -4.0131	       -0.556244	       -0.231581	        -0.10238	
         3.94199	         2.79817	        0.670541	        -5.21671	
        0.397508	        0.459723	        -1.34035	        0.946909	
       -0.572627	       -0.452184	      -0.0569747	         -0.8945	
       -0.554735	       -0.520591	       -0.149933	        -1.45595	
       0.0313854	          -3.799	         2.09264	        0.195888	
        -23.4062	        -12.0506	        0.150793	       -0.268902	
        -1.68875	        -1.03142	        0.759393	        -31.5001	
       -0.402368	       -0.504652	         1.84956	        -1.38217	
        -1.14622	      -0.0666091	          29.455	         3.28239	
        0.689054	         2.56217	         1.52763	       -0.625535	
         1.96041	         1.64967	        0.113031	       -0.378332	
         2.51779	         -2.2413	        -1.11646	        0.328144	
        -1.16038	        -306.817	        -60.6372	        -6.28127	
         3.38529	        0.913889	        0.488723	        -0.29057	
       -0.184341	        -1.43061	        0.751468	       -0.147205	
       0.0115364	        0.151301	       -0.387604	        0.743687	
       -0.402788	        0.737846	       -0.911238	       -0.634851	
        -1.71867	        0.366213	       -0.327641	        0.586474	
        0.281839	        -2.54117	     -0.00960537	        -2.73555	
         1.92943	        0.753301	       -0.824243	         1.29265	
         3.80131	         1.23765	       -0.143581	         1.35738	
         2.71558	         1.11542	         5.13665	         1.40593	
         2.53417	         0.37852	        -1.59304	        0.941516	
       -0.626424	       -0.634353	       -0.645071	        0.753904	
       -0.800583	       0.0762469	          0.7798	        0.146102	
       -0.835986	        -3.00488	        -7.26859	       -0.890154	
         10.3066	         5.17733	         0.64209	         1.09446	
       -0.385527	        -1.12342	        -1.87103	         1.16232	
        -1.78359	        -2.50949	       -0.614103	         11.2771	
       -0.512527	         2.19964	         1.43214	         3.48971	
          9.8824	         4.83834	        0.449803	       -0.824906	
       -0.977307	       -0.177544	        0.471755	         -5.2725	
        0.445224	        -1.86477	       0.0909059	        -1.15543	
        0.585363	        0.264065	      -0.0245246	           1.479	
        0.857054	        0.188642	         7.27157	        -3.53969	
        -1.89623	        -2.06868	          -2.433	      -0.0427143	
        -1.07927	       -0.380215	        0.251024	        -17.1155	
        0.308865	        0.771065	       -0.147525	       -0.660416	
       -0.896296	        -8.48221	         6.54652	         3.45087	
         0.59699	         1.12518	        -6.49809	          2.2193	
        -3.09806	        -1.66989	        0.755691	        0.238341	
        -2.62541	       -0.401756	        -10.1533	        -32.2459	
        0.197973	         1.56336	        -1.25775	        -5.27276	
       -0.262331	       -0.013857	        0.586316	         3.02523	
         1.12421	         2.72306	         1.60915	       -0.872401	
        0.284163	        0.113341	        0.296378	        -3.06346	
       -0.664639	       -0.143042	        -4.03893	         -18.187	
        -1.91114	        -62.9167	         -14.336	       -0.916918	
       -0.738546	         2.40917	        -0.53514	      -0.0109273	
         -2.6492	        -0.87357	         -2.8982	       -0.138019	
         -1.6562	       -0.249096	        -1.30805	        0.570159	
       -0.797229	        0.283905	         3.45703	        0.114311	
        0.252864	        0.758476	         1.31608	         1.39262	
         5.10606	         3.53102	          2.7299	        0.140321	
       -0.152074	        -1.03066	        -0.35756	       -0.136206	
         2.19457	         2.13877	       -0.691432	        -1.52639	
         -2.7256	        -2.16008	       -0.243652	       -0.626572	
        -1.13791	        -0.62581	       0.0813789	         1.04231	
         0.65892	        -1.14507	       -0.189244	       -0.395061	
        -11.5291	        -6.01008	        -1.30816	        0.624653	
        -3.68945	        -2.00498	        -1.27162	        0.696363	
     -0.00913852	         -0.6701	       -0.745459	       -0.961493	
       -0.644655	        0.756145	        0.395566	         0.44459	
        -1.41807	       -0.337814	         1.66546	         4.17382	
        0.296991	        0.232928	       -0.129715	        -1.38048	
        -1.47429	        -1.02171	       -0.983215	        -0.82633	
        -2.43861	        -1.50524	         2.45493	        0.699189	
       -0.366983	        0.943774	      -0.0439471	       -0.341273	
        0.561674	       -0.157888	        0.217534	        -2.67898	
        -12.5034	        -5.39096	        -2.76811	        -1.77549	
         10.2365	         5.51313	        -10.7309	        -0.17075	
         1.03038	        0.250799	          1.6904	        0.710816	
          1.2265	        0.650651	        0.565967	       -0.630601	
       -0.504306	        -2.04762	        -1.01017	       -0.320517	
        -1.96025	       -0.551117	         1.02096	         -1.7155	
        -3.01609	         3.08736	         1.02689	         6.63745	
        -1.10862	       -0.172896	        -2.04395	         4.49026	
        -3.35173	       -0.398133	        -29.5789	         -3.8489	
        -1.10094	        -1.85755	        -6.96348	       -0.705693	
         1.07755	        0.249597	        0.772035	        -2.14285	
        0.982075	        0.813457	       -0.613562	        -2.77682	
       -0.568944	       -0.398522	         0.88068	        0.627541	
        -1.21841	        -0.50675	        0.243508	        -4.69581	
        -3.65216	        -4.98281	        0.191457	         0.60149	
        0.997746	        -1.74557	      -0.0706597	       -0.298279	
        0.247689	       -0.252027	       0.0140384	         492.575	
        0.106916	        0.692641	       -0.223896	         2.78936	
        -381.519	        -190.536	        -35.2476	        -2.88953	
        0.381623	        -3.99094	        -1.20801	     -0.00335201	
       -0.225583	      -0.0383689	       -0.696595	       -0.704881	
       -0.576778	     -0.00790149	        0.919091	        0.310074	
         -2.6795	         -2.3217	       -0.455042	     -0.00630613	
      -0.0591473	        -1.00499	       -0.277559	       -0.976286	
         6.85087	         3.01709	        -27.4677	        -2.55676	
       -0.584714	        -10.9671	        -1.42694	       -0.603043	
         0.24842	         7.29819	        -0.91079	        0.933511	
        0.956008	        0.180681	        -8.45347	        -1.45896	
        0.542983	         1.49791	         7.07452	        0.944408	
         1.82365	        0.584835	        0.135472	        0.295798	
        -1.29924	       -0.394462	         1.76818	         1.19816	
         1.51521	        0.602094	        -7.18786	        0.452514	
         2.64392	          1.0235	         2.03199	        0.138814	
       -0.055918	         7.95024	        -5.23873	        -1.10983	
         4.41683	         2.12563	       -0.133834	        -0.33202	
        -23.9115	        -11.8717	        -3.87937	        0.534572	
       -0.629067	       -0.351633	       -0.848764	        0.251824	
        -2.47444	       -0.886659	       -0.430891	         22.0018	
       -0.286291	        -0.63033	       0.0528014	       -0.820328	
         1.74188	         1.04706	        0.355523	         -2.5179	
        0.263351	        0.778204	       -0.614375	        -1.67024	
         25.0061	         12.5003	         5.36668	        -1.02707	
         1.18331	       0.0650786	       0.0775468	        -1.51474	
          12.065	         7.53847	         2.45212	      -0.0802567	
        -1.05427	         1.00584	       -0.489699	        0.499035	
        0.632366	        0.575576	        0.396848	        0.666881	
        -1.80587	        -1.57033	         12.3755	        0.379144	
        -1.47842	        -1.57681	        0.543509	        0.401617	
         2.17078	         1.48772	        0.114952	         5.42415	
        -1.87054	        -1.29204	         4.13542	        -2.04742	
        -14.4181	         7.55227	         1.25585	        -2.08379	
         1.16092	         6.53305	       -0.117888	        0.223517	
         41.8383	         21.0873	         3.80309	        0.106225	
         2.71573	       -0.342538	        -3.52107	         20.5723	
        -3.59709	        -1.79257	        0.027286	        -1.25343	
        0.512283	        0.380189	        -1.20831	       -0.849607	
         2.63585	         1.72612	        -0.11377	       -0.408708	
         1.48358	       -0.983184	        0.461304	       -0.532213	
         9.15055	         4.55545	          2.2194	         1.38169	
         4.31594	         2.32924	        0.756984	       -0.278138	
         4.74331	         2.59111	        0.766819	        -12.1425	
        0.818947	        0.280053	        0.244566	        0.296832	
        0.562993	        0.533505	       -0.390597	         1.30259	
        -0.39578	       -0.300305	       -0.246545	       -0.369022	
        -2.05985	        -1.11094	       -0.401105	         2.42415	
        -26.2983	        -12.7408	        -1.60549	        0.174362	
        0.519736	       -0.124538	        -4.73564	        0.216338	
        0.304991	         0.22311	        -11.6119	        -5.97174	
        -8.05367	        -3.89682	       -0.747826	      -0.0329766	
         2.75872	        0.576113	       -0.670102	        -3.91571	
         3.96878	         1.46589	       -0.172663	       -0.144237	
        -1.23662	        -1.01939	      -0.0189214	       0.0998561	
      -0.0242157	       0.0161603	      -0.0371124	        -1.56151	
         1.43853	        0.498809	       -0.262208	        0.685645	
        0.560073	       -0.355147	        -4.92741	      -0.0375827	
       -0.119503	       -0.764922	        -18.7515	        -1.50762	
        -1.50184	       -0.449257	          1.2067	        -0.69625	
       -0.827226	       -0.152389	        -4.20649	        -1.84551	
        -1.90959	       -0.426691	        -8.19293	        -0.10178	
       -0.902528	       -0.221402	       -0.505423	        0.282778	
        0.567057	        0.383433	        0.869346	        0.657842	
        0.828047	        -2.53853	       -0.752666	         1.21917	
         -1.3567	       -0.735622	        -3.83013	         5.15958	
       -0.337792	          1.6453	        0.265163	      -0.0760203	
         2.09877	        0.108644	       -0.423662	         -2.7246	
        -48.0212	        -24.5069	        -4.51183	        -1.40058	
       -0.240068	        0.136807	         19.7349	            2.46	
        0.989844	         1.18205	         1.92027	        0.994232	
        -3.23351	         -1.4661	      -0.0302919	      -0.0596179	
        -3.01179	        -1.24509	        0.108279	        -1.76118	
        -113.634	        -53.9541	        -11.6069	        -1.68778	
         1.10521	        0.645801	       -0.198138	        -1.50632	
        -28.4582	        -14.9039	        -8.68404	        0.060848	
       -0.767979	       -0.415355	       -0.940962	        -1.27656	
        0.280519	        -0.98268	         0.16822	        -0.58356	
       -0.325781	        0.288101	         1.31499	        0.524452	
        0.618678	        0.712049	       -0.538702	       -0.824244	
        -9.54719	        -4.63004	        -1.53904	       -0.792499	
        -1.43011	         3.23317	       -0.725056	        -6.76056	
          1.5406	          1.5405	         17.9539	        -0.32047	
       -0.824563	         25.3176	         4.75241	         8.69083	
        -1.40253	       -0.201118	        0.807229	         1.97559	
       -0.120063	         1.87484	        -1.49979	         0.26935	
          1.2774	        0.855139	       -0.887779	        0.561075	
     -0.00304789	         1.38389	         1.41452	          5.4376	
       -0.859677	       -0.530385	        0.418476	       -0.230741	
        -3.71009	        -1.78667	        -5.96066	       -0.864003	
         0.28613	       -0.190321	        0.801801	        -1.73994	
        0.391047	        0.636439	       -0.403733	        -1.35118	
       -0.285821	        0.112031	        0.667112	       -0.466681	
         3.02858	         1.46331	        -2.35917	        -3.93202	
        0.356067	         11.5092	          6.6663	         1.10137	
