           unif1	           unif2	          unif10	         unif100	
        0.489451	        0.304463	        0.520754	         0.50822	
        0.249075	        0.313072	        0.371167	        0.427638	
       0.0513071	        0.170993	         0.50305	        0.531209	
       0.0366688	        0.389627	        0.447076	        0.500054	
        0.857676	        0.461716	        0.654309	        0.468459	
       0.0819038	        0.342244	        0.426038	        0.483958	
        0.651278	        0.814638	         0.51957	        0.510656	
        0.424847	        0.288442	        0.495178	        0.546567	
       0.0829961	         0.16207	        0.487627	        0.529758	
        0.544318	        0.584404	        0.333438	        0.457945	
        0.858699	         0.88436	        0.492858	        0.470297	
       0.0644504	          0.4013	        0.419786	         0.47286	
        0.542449	        0.329934	        0.552316	        0.543431	
        0.718485	        0.380673	        0.504114	        0.510032	
          0.6452	        0.438415	        0.571944	        0.506842	
        0.171623	         0.54372	        0.630053	        0.547194	
       0.0264638	         0.28066	        0.482633	        0.495965	
        0.819875	        0.683782	        0.472263	        0.507815	
        0.366522	        0.265894	        0.501098	        0.462872	
        0.412772	        0.573778	        0.642856	        0.538475	
        0.275987	        0.363535	        0.344514	        0.512433	
       0.0614947	        0.314029	        0.504934	        0.507295	
        0.694343	        0.772058	        0.633537	        0.549065	
        0.480661	        0.662866	        0.640329	        0.524844	
        0.644748	        0.679226	         0.56801	        0.495312	
         0.02732	        0.450582	        0.389964	        0.463071	
        0.901803	        0.851889	        0.508766	        0.497003	
        0.525378	        0.527631	        0.398618	        0.505529	
        0.300795	        0.633321	        0.510871	        0.509823	
        0.432795	         0.52089	        0.514426	        0.449266	
        0.513331	        0.663319	        0.460388	        0.523119	
        0.799326	        0.664421	        0.544617	        0.516109	
        0.425478	        0.378006	        0.367125	          0.4471	
        0.265437	        0.300024	        0.441158	        0.513926	
        0.545129	        0.429553	        0.381704	        0.546368	
        0.495282	        0.377164	        0.559203	        0.487819	
        0.993314	         0.96785	        0.622832	        0.540022	
        0.953145	        0.958563	        0.570449	        0.459993	
        0.854709	        0.752743	        0.640642	        0.511323	
        0.627962	        0.347595	        0.571773	        0.499373	
        0.920613	        0.873643	        0.512438	        0.488724	
        0.286599	        0.574448	        0.709736	        0.502716	
        0.687416	         0.67267	        0.566959	        0.523254	
        0.801259	         0.71974	        0.538564	        0.516792	
        0.933731	        0.702075	        0.584916	        0.490604	
        0.803613	        0.416939	         0.63215	        0.497801	
        0.587228	         0.64895	        0.428438	        0.502237	
        0.528554	        0.558987	        0.566438	        0.528126	
        0.489861	        0.681833	        0.572351	        0.501005	
         0.79976	        0.879365	        0.544748	        0.501275	
        0.192119	         0.10983	        0.194856	        0.470766	
        0.488634	           0.344	        0.478922	        0.494999	
        0.826193	        0.602625	        0.569067	        0.525027	
        0.227052	        0.135148	        0.362816	        0.509584	
        0.855695	        0.552243	        0.516454	        0.495888	
        0.605381	        0.445139	        0.610006	        0.544469	
        0.840084	        0.618396	        0.562299	         0.52863	
        0.740648	         0.86589	        0.544919	        0.459086	
        0.852899	        0.785135	        0.606085	        0.466512	
        0.379521	        0.267514	          0.3853	        0.479351	
        0.417922	         0.61626	        0.472658	        0.530149	
        0.906049	        0.802204	        0.625504	        0.523862	
        0.495776	        0.701102	        0.531038	        0.543919	
        0.563289	        0.665711	        0.484925	        0.533369	
        0.219153	        0.456539	        0.512201	        0.504566	
       0.0332714	        0.462206	        0.422555	        0.509373	
        0.694168	        0.391254	        0.643001	         0.48495	
        0.485533	        0.489795	         0.49718	        0.513383	
         0.25127	        0.336102	        0.479146	        0.486723	
        0.801025	        0.597562	        0.525544	        0.500582	
         0.26583	        0.467315	        0.585064	        0.450261	
        0.380891	        0.661223	        0.529401	         0.46239	
       0.0895075	        0.127359	        0.391702	        0.511586	
        0.407861	        0.285173	          0.4061	        0.483793	
       0.0818585	        0.137071	        0.426812	        0.453026	
        0.571399	        0.309474	        0.449249	        0.545612	
        0.830817	        0.890772	        0.610859	        0.536585	
        0.666936	        0.749824	        0.656228	        0.512888	
        0.409019	        0.439153	        0.537293	        0.496567	
        0.755128	        0.875924	        0.536203	        0.543257	
         0.13597	        0.222436	         0.48644	        0.540849	
         0.56889	        0.379242	        0.556622	        0.477429	
        0.594188	        0.657122	        0.487187	        0.463611	
        0.780802	        0.704866	        0.523544	        0.496488	
        0.598143	        0.334628	        0.436509	        0.478341	
        0.289282	        0.601557	        0.413799	        0.450888	
        0.572603	         0.40819	        0.583199	        0.497859	
        0.780255	        0.830517	        0.743404	        0.520732	
        0.554168	        0.711672	        0.572838	        0.516782	
        0.422823	        0.533367	         0.47703	        0.514275	
        0.147103	        0.377447	        0.418307	        0.483712	
        0.386143	        0.615007	        0.433223	        0.489316	
        0.979959	        0.552829	        0.431513	        0.463847	
        0.989903	        0.865458	        0.445106	        0.489671	
        0.187528	        0.314021	        0.540912	        0.487488	
        0.818473	        0.621073	        0.546534	         0.53096	
        0.720212	        0.506299	        0.355773	        0.449295	
        0.178773	        0.217571	        0.383826	        0.529436	
        0.976515	        0.922368	        0.605227	        0.479332	
       0.0618227	        0.483651	        0.503587	        0.460908	
        0.710838	        0.693008	         0.58729	        0.490894	
        0.150299	        0.141888	        0.376051	        0.463634	
        0.050033	        0.402309	        0.297065	         0.49667	
        0.201061	         0.28966	        0.530783	        0.515549	
         0.55907	        0.776326	        0.512699	        0.508669	
        0.926248	        0.659392	        0.489733	        0.497782	
        0.749373	        0.379164	        0.496916	        0.466269	
        0.606042	        0.641622	        0.628838	        0.505635	
        0.629818	        0.695889	         0.42623	        0.492978	
        0.384983	         0.34004	         0.44123	        0.536403	
       0.0482521	        0.115267	        0.541039	        0.492565	
        0.268004	        0.568794	        0.378491	        0.489299	
         0.20838	        0.273434	        0.329675	        0.515244	
         0.77269	        0.746412	        0.511525	        0.419791	
        0.308012	        0.532524	        0.597204	        0.506082	
        0.748987	        0.503265	        0.683479	        0.551929	
        0.210711	        0.120203	        0.402091	        0.485161	
        0.569646	         0.40478	        0.394931	        0.480429	
        0.740374	        0.559857	        0.542243	         0.53001	
         0.31075	        0.246009	         0.35135	         0.48865	
        0.916244	        0.814674	        0.618974	        0.505336	
        0.789525	        0.794623	        0.670934	        0.523863	
        0.347165	        0.538053	        0.602322	        0.508868	
        0.585678	        0.640673	        0.555143	        0.543163	
        0.208982	        0.142839	        0.251109	        0.475502	
         0.18866	        0.198463	        0.330925	        0.512593	
        0.817161	        0.787637	        0.513775	        0.475686	
        0.226879	        0.326448	         0.47834	        0.484535	
        0.515823	        0.549085	        0.474805	         0.47661	
        0.868962	        0.763345	        0.497496	        0.490378	
        0.680435	        0.424087	        0.533626	        0.439411	
        0.259626	        0.574741	        0.641011	        0.435263	
        0.993623	        0.863195	         0.50717	        0.554647	
        0.413739	          0.5218	        0.473224	        0.491922	
        0.370271	          0.5714	        0.556925	        0.529708	
        0.127095	        0.290553	        0.399598	        0.527488	
        0.286383	        0.158674	        0.552932	        0.510428	
        0.134784	        0.226006	        0.470735	        0.506287	
        0.672951	        0.793429	        0.596523	        0.560695	
        0.798873	        0.584971	        0.512902	        0.551247	
        0.380498	        0.351233	        0.604934	         0.49167	
        0.960314	        0.580109	        0.422299	        0.492776	
        0.338989	        0.377369	        0.394718	        0.488249	
        0.754105	        0.550526	        0.423041	        0.524476	
        0.539711	        0.736971	        0.551809	        0.495499	
          0.7789	        0.822021	        0.555087	        0.490066	
        0.899343	         0.64159	        0.441546	        0.508681	
        0.468827	        0.490386	        0.406485	        0.508333	
       0.0941579	        0.251816	        0.467842	        0.492323	
       0.0904616	        0.211046	        0.450945	        0.521646	
        0.521678	        0.307938	        0.478821	        0.522013	
        0.379573	        0.203431	        0.544691	        0.516091	
        0.862619	        0.742686	        0.527105	        0.486429	
        0.111439	        0.518604	        0.384481	        0.485343	
        0.131114	        0.315518	        0.410925	        0.504689	
        0.656748	        0.691743	        0.727955	         0.47609	
        0.358193	        0.193417	        0.613495	        0.496399	
        0.140995	        0.387193	        0.341328	        0.477961	
        0.114399	        0.428573	         0.59282	        0.489051	
        0.839509	        0.860385	        0.565336	        0.549342	
        0.600573	        0.642792	        0.488336	        0.512609	
        0.215681	        0.302288	        0.344528	         0.47755	
        0.364883	         0.30671	        0.323958	        0.506631	
        0.140592	        0.290693	        0.496917	        0.444554	
        0.549738	        0.747367	        0.606926	        0.513961	
        0.652574	        0.391617	        0.439428	        0.509058	
        0.877843	         0.59369	        0.476058	        0.566541	
        0.550044	        0.700489	        0.605243	        0.485472	
        0.884256	        0.638633	        0.405579	        0.547121	
        0.890135	        0.898522	        0.678751	        0.551458	
        0.772912	        0.805067	        0.486867	         0.45777	
        0.620336	        0.314358	        0.557107	         0.48907	
         0.35177	        0.244342	        0.452853	        0.555713	
        0.560466	         0.63683	        0.475436	        0.506753	
        0.734876	        0.649995	        0.555885	        0.484882	
        0.714745	        0.454737	        0.575332	        0.523827	
        0.280184	        0.210495	        0.496065	        0.512202	
          0.5386	         0.28365	         0.51134	        0.548469	
        0.189758	        0.234706	        0.507781	          0.5116	
        0.602773	        0.474248	        0.486969	        0.484048	
        0.397416	         0.37783	        0.541026	        0.510887	
        0.979868	        0.857272	        0.558372	        0.487715	
        0.864685	        0.721917	        0.702347	        0.478582	
        0.491197	        0.269315	        0.307324	        0.481958	
         0.98828	        0.620327	        0.464722	         0.41703	
         0.33504	         0.60715	        0.632413	        0.521055	
       0.0437794	        0.350444	        0.454892	        0.533873	
        0.131193	        0.476274	        0.429984	        0.480701	
       0.0235079	        0.209883	         0.44435	          0.4765	
         0.87844	        0.852783	        0.600488	        0.492078	
        0.185662	        0.172482	         0.40801	        0.462115	
        0.628784	        0.329338	        0.477039	        0.508798	
        0.413635	        0.479126	        0.539571	        0.485473	
        0.343642	        0.183015	         0.43277	        0.487749	
        0.499694	        0.393512	        0.515746	        0.467701	
        0.439212	        0.674065	         0.64008	        0.514215	
        0.436181	        0.442489	        0.517483	        0.484946	
        0.375985	        0.595239	        0.361775	        0.514546	
        0.507865	        0.284101	        0.446782	        0.485073	
       0.0211908	        0.243189	         0.27414	         0.45186	
        0.906436	        0.514796	        0.472132	        0.515667	
        0.315424	        0.437643	         0.50368	        0.485611	
        0.998276	        0.787551	        0.498078	        0.455104	
        0.383438	        0.320621	        0.500279	        0.503692	
        0.339369	        0.628464	        0.554197	        0.552393	
        0.545973	        0.332815	        0.427154	        0.509464	
        0.587041	        0.717455	        0.479294	        0.509639	
        0.736318	         0.49431	        0.478289	        0.491064	
        0.493387	        0.268071	        0.464827	        0.530127	
        0.611292	        0.617665	          0.5332	        0.528105	
        0.361702	        0.400798	        0.357494	        0.478285	
        0.472538	         0.32379	        0.423199	        0.473628	
        0.887569	        0.868777	         0.73479	        0.528508	
        0.415856	        0.336106	        0.438706	        0.476121	
        0.825872	        0.882798	         0.54853	        0.504548	
        0.392931	        0.261384	        0.395796	        0.500948	
         0.51571	        0.598403	         0.44165	        0.514391	
        0.117446	        0.164611	        0.434104	        0.474836	
        0.178006	        0.507855	        0.544736	        0.566332	
        0.460658	        0.248886	        0.479843	        0.498519	
        0.697325	        0.478823	        0.430427	        0.488603	
        0.372924	        0.627593	        0.502563	        0.482803	
        0.444302	        0.496708	        0.548112	        0.503407	
        0.247512	        0.589532	        0.592477	        0.529644	
        0.243127	         0.59851	        0.595166	        0.523968	
        0.122549	        0.454375	         0.52946	        0.475629	
        0.285476	        0.254298	        0.435204	        0.477987	
        0.811048	        0.837215	        0.428583	        0.442653	
        0.587408	        0.604149	        0.329295	        0.472313	
        0.379673	        0.420718	        0.474829	        0.437889	
        0.579428	        0.298454	        0.346773	        0.481379	
       0.0364122	        0.264259	        0.327622	         0.46714	
        0.750015	        0.795574	        0.722224	        0.493688	
        0.917115	        0.577911	        0.500448	         0.50491	
        0.847812	        0.659851	        0.635791	        0.498518	
        0.861125	         0.52211	        0.529046	        0.524964	
        0.715722	        0.826712	        0.410045	        0.518486	
        0.287442	        0.567078	        0.603195	        0.523539	
        0.976669	        0.663838	         0.61628	         0.54295	
        0.487554	        0.296542	        0.350556	        0.497002	
        0.619231	        0.358878	        0.402512	        0.460327	
        0.354051	        0.505635	        0.566995	        0.483418	
        0.743213	        0.490737	        0.459059	        0.518675	
        0.233109	        0.324524	        0.426085	        0.474266	
        0.841508	        0.425813	           0.511	        0.473986	
        0.109363	       0.0700404	        0.560646	          0.5423	
        0.697531	        0.680535	        0.636173	        0.504629	
        0.472575	        0.671581	         0.76546	        0.534866	
        0.380886	         0.43796	        0.478458	         0.42869	
        0.775329	        0.831524	        0.525367	        0.512733	
        0.785554	         0.68927	         0.71216	        0.576112	
        0.934747	        0.598054	        0.576849	        0.493057	
        0.564486	        0.643346	        0.429184	        0.484696	
        0.373392	        0.670331	        0.554949	        0.449211	
        0.595532	        0.637631	        0.537418	         0.47014	
       0.0144246	        0.445386	        0.501738	        0.483643	
        0.997658	        0.722174	         0.66169	        0.533127	
        0.563275	        0.333899	        0.407798	        0.504174	
        0.653179	         0.46865	         0.56786	         0.44461	
         0.68253	        0.368734	        0.369374	        0.508471	
        0.578088	         0.55111	        0.531269	        0.470013	
        0.623476	        0.643903	         0.53237	        0.471759	
        0.200446	        0.333238	        0.498207	         0.49181	
        0.797104	        0.892507	        0.546371	        0.499528	
        0.175023	         0.34183	        0.520641	        0.470747	
         0.11596	        0.318419	        0.557845	        0.507102	
        0.320793	        0.163349	        0.467434	        0.463809	
        0.255212	         0.47776	        0.544032	        0.536848	
        0.221998	        0.428424	        0.469067	          0.4977	
        0.771693	         0.77469	        0.616314	        0.547302	
        0.102276	        0.117701	        0.418822	        0.480533	
        0.443335	        0.714848	         0.60132	        0.524546	
        0.804081	        0.822894	        0.595631	         0.46941	
        0.274732	        0.624806	        0.631078	        0.492697	
         0.27234	        0.470424	        0.350108	        0.482137	
        0.148321	        0.385743	        0.579519	        0.543791	
        0.929787	        0.931371	         0.56526	        0.494007	
        0.326431	        0.474581	        0.331386	        0.482345	
        0.939956	        0.666141	        0.478658	        0.487884	
        0.632619	        0.815672	        0.623201	        0.530503	
        0.436461	        0.461513	        0.542077	        0.512854	
        0.147896	        0.282359	        0.534318	        0.477773	
        0.817689	        0.824464	        0.511186	        0.517996	
        0.450736	        0.334957	           0.343	        0.504458	
        0.540425	        0.270523	        0.470606	        0.544494	
        0.531467	        0.720238	        0.460595	        0.500312	
        0.676033	        0.612704	        0.517158	        0.497593	
        0.126271	        0.324504	        0.484085	        0.505851	
        0.345061	        0.201437	        0.419282	        0.487125	
        0.878102	        0.590306	        0.607577	        0.509242	
        0.443354	        0.318859	        0.360862	        0.489214	
        0.702305	        0.591442	        0.429385	        0.519238	
        0.878043	        0.612055	        0.491885	        0.474073	
        0.148064	         0.36114	        0.468221	        0.514233	
        0.977187	        0.880066	        0.681592	        0.509795	
         0.94767	         0.92782	        0.561422	        0.481124	
        0.441208	        0.376708	        0.521529	        0.536763	
        0.192003	        0.377586	        0.431423	        0.513327	
        0.297422	        0.318449	        0.588206	        0.488192	
        0.516879	        0.701728	        0.527622	         0.45784	
        0.502352	         0.47769	        0.550436	        0.520311	
        0.996963	        0.925503	        0.493119	        0.488017	
        0.221659	        0.301444	        0.548296	        0.490118	
        0.335071	        0.617031	        0.621712	        0.500238	
       0.0980911	         0.52377	        0.490036	        0.496008	
        0.549247	        0.362636	        0.608482	        0.504643	
         0.64125	         0.70357	        0.529679	        0.520087	
         0.96799	        0.599308	        0.552271	        0.510224	
       0.0926598	         0.54199	        0.554125	        0.482073	
        0.449417	        0.310482	        0.476977	        0.484765	
        0.918319	        0.958491	        0.450124	        0.506861	
        0.641015	        0.709403	        0.606719	        0.514076	
        0.772143	        0.871465	        0.748587	        0.509573	
        0.373921	        0.387317	        0.421309	        0.518798	
        0.395456	        0.542912	        0.598983	        0.533794	
        0.134848	        0.483903	        0.566524	         0.54569	
        0.551498	        0.411024	        0.551205	         0.49616	
        0.816188	        0.690342	        0.439369	        0.512828	
        0.148257	        0.547167	        0.631588	        0.513174	
        0.096483	        0.429219	         0.46263	         0.48945	
        0.218312	        0.584175	        0.572492	        0.559341	
         0.20503	        0.340072	        0.509876	        0.508163	
        0.765104	        0.412543	         0.45497	        0.460435	
        0.794161	        0.671944	        0.498219	        0.471831	
        0.599386	        0.714512	        0.582497	        0.487622	
       0.0306838	        0.111039	        0.546142	        0.480088	
        0.028495	       0.0348173	        0.404286	         0.45733	
        0.289571	        0.455607	        0.371727	        0.490641	
       0.0620013	        0.362651	        0.429776	        0.487624	
        0.643651	         0.81199	        0.440453	         0.50398	
        0.348952	        0.560859	        0.466748	        0.491443	
       0.0187302	       0.0795906	        0.513286	        0.502946	
        0.380349	        0.654086	         0.45893	        0.494976	
         0.15717	        0.561924	        0.439977	        0.514202	
        0.148546	        0.385377	        0.488913	        0.472852	
        0.327642	        0.650111	         0.55276	        0.532375	
        0.519713	        0.598893	        0.525359	        0.544433	
        0.702898	        0.445403	        0.553649	        0.519003	
        0.120016	        0.164154	        0.480053	        0.498292	
        0.406617	        0.649976	        0.461459	        0.512899	
        0.408302	        0.523341	        0.564496	        0.499614	
       0.0772832	         0.32504	        0.411746	        0.501319	
        0.444239	        0.705802	        0.606323	         0.49142	
        0.958511	        0.671221	        0.590377	        0.532236	
        0.152251	         0.43572	        0.433207	        0.475504	
        0.582853	        0.538202	        0.582914	        0.513365	
        0.209644	         0.52493	        0.496377	        0.478324	
        0.815097	        0.874304	        0.546978	        0.490309	
       0.0575088	        0.150931	        0.420222	        0.479224	
        0.217809	        0.599767	        0.488506	         0.51804	
       0.0494103	        0.305464	        0.618783	        0.565168	
        0.420391	        0.364714	        0.535573	        0.517144	
        0.688638	        0.798473	        0.518314	        0.499606	
        0.996139	        0.758063	        0.425823	        0.502401	
        0.534716	        0.734959	        0.646245	        0.506049	
          0.8115	        0.581756	        0.502391	        0.514339	
        0.735836	        0.715972	        0.642822	        0.478096	
         0.37997	          0.2853	        0.398775	         0.48116	
        0.304701	        0.361469	        0.523702	        0.501147	
        0.471936	        0.687802	        0.588285	        0.492681	
        0.175675	        0.245596	        0.629596	        0.547979	
        0.960809	        0.799269	        0.528954	        0.518645	
        0.977495	        0.557579	        0.470492	        0.516714	
        0.578413	        0.386107	        0.456462	        0.517229	
        0.877584	        0.445581	        0.492219	        0.512744	
        0.615239	        0.375761	        0.447985	        0.497002	
        0.303917	        0.646475	         0.56585	        0.489398	
        0.922901	        0.481724	        0.529909	        0.465678	
        0.987399	        0.826633	        0.486633	         0.55552	
        0.455775	        0.480861	        0.513219	        0.511267	
       0.0600953	       0.0785802	        0.318284	         0.47887	
        0.723643	        0.577313	        0.487574	        0.565147	
        0.953226	        0.827433	        0.625203	        0.489297	
        0.664934	        0.682457	        0.596785	        0.526902	
        0.122033	        0.101813	        0.360177	        0.437258	
       0.0425399	        0.151562	         0.31761	        0.479627	
         0.57047	        0.540473	        0.387458	        0.462659	
        0.499975	         0.63835	        0.519989	        0.514708	
        0.850437	        0.532492	        0.528044	        0.545078	
        0.345687	        0.334223	        0.341917	        0.461784	
        0.816419	         0.65575	        0.458002	        0.509677	
        0.740651	        0.545109	        0.582099	        0.507691	
        0.195132	        0.427333	        0.606099	        0.466186	
        0.467013	        0.243692	        0.283998	         0.54911	
        0.205816	        0.453468	        0.431399	        0.518638	
        0.070018	        0.202232	        0.399408	        0.454285	
        0.193987	         0.13099	         0.37741	        0.504811	
        0.793385	         0.40998	        0.471138	        0.529522	
        0.894224	        0.477188	        0.688623	        0.526636	
        0.369823	        0.328605	        0.355667	        0.455766	
        0.211218	        0.310612	        0.325202	        0.493581	
        0.658741	        0.530428	        0.604835	        0.473589	
        0.533681	        0.566366	        0.480286	        0.481221	
        0.812069	        0.585077	        0.490772	        0.520083	
        0.285516	        0.202564	        0.370708	        0.511048	
        0.833804	        0.904542	        0.607006	        0.500909	
        0.974483	         0.81364	        0.640341	        0.533248	
        0.665496	        0.824131	           0.437	        0.530626	
        0.322032	        0.431812	        0.668061	        0.540717	
        0.589744	        0.518075	        0.404103	        0.492535	
        0.118493	        0.110779	        0.473106	        0.484652	
        0.732218	        0.414972	         0.46088	        0.461424	
       0.0775007	        0.497511	        0.477406	         0.44197	
         0.40528	        0.389147	        0.541068	        0.538544	
         0.65488	        0.412015	         0.46078	         0.45051	
        0.701625	        0.683257	        0.487489	        0.538499	
        0.499654	        0.456646	        0.612009	        0.499109	
        0.127679	        0.288696	        0.359897	        0.533019	
        0.921778	        0.610196	        0.463528	        0.496982	
        0.965629	        0.756616	        0.569784	        0.482755	
       0.0667502	        0.119746	          0.4424	        0.491575	
        0.782975	        0.485471	        0.515129	        0.474381	
        0.891241	        0.706603	        0.546564	        0.537263	
         0.68503	         0.71087	        0.409663	        0.538957	
         0.43785	        0.368592	         0.51034	        0.491284	
        0.597401	        0.767612	        0.656244	         0.52752	
         0.20565	         0.25738	        0.466465	        0.479668	
        0.328262	        0.252371	        0.424371	        0.517793	
        0.608232	        0.716835	        0.558914	         0.48798	
        0.822146	        0.527558	        0.453792	        0.469844	
        0.518189	        0.677672	         0.56157	        0.529675	
        0.312345	        0.227569	        0.360345	        0.507187	
        0.536821	         0.69266	        0.654674	        0.468116	
        0.172545	        0.377728	        0.495105	        0.523859	
        0.106184	         0.43925	        0.479183	         0.47666	
        0.645974	         0.59411	        0.458733	        0.502289	
       0.0750139	        0.292076	        0.427225	        0.515577	
        0.969748	         0.64755	        0.483205	        0.486034	
        0.113294	        0.350509	        0.477363	        0.473086	
       0.0851162	        0.284425	        0.438729	        0.541848	
         0.21113	        0.426693	        0.475784	        0.543541	
        0.120731	       0.0984556	        0.339428	        0.510801	
        0.895305	        0.582161	        0.484236	        0.526983	
        0.834338	        0.902693	        0.546284	        0.506779	
         0.91565	        0.797394	        0.617342	        0.487141	
        0.947889	        0.526607	         0.68051	        0.458711	
        0.136438	        0.302154	        0.387423	        0.517046	
        0.428428	        0.272774	        0.370173	        0.473199	
       0.0243199	        0.322354	        0.534466	        0.428641	
        0.482668	        0.691134	        0.602294	           0.472	
        0.791579	        0.894807	        0.445813	        0.544113	
        0.368512	        0.445433	        0.502127	        0.449218	
         0.95526	        0.523206	        0.511172	        0.474402	
        0.413001	        0.640285	        0.486417	        0.485611	
        0.899127	        0.728606	        0.532359	        0.554952	
        0.218237	        0.418963	        0.553763	        0.548474	
        0.979838	        0.546612	        0.542599	        0.460782	
         0.50955	        0.284497	        0.528822	        0.487624	
       0.0846458	       0.0527312	        0.377883	        0.497248	
        0.136021	        0.162937	        0.375143	        0.493404	
        0.143982	        0.221371	        0.519672	        0.470533	
        0.482541	        0.603072	        0.488709	        0.494057	
        0.604056	        0.373367	        0.521296	        0.462707	
        0.769838	        0.788755	        0.376453	        0.441216	
        0.686624	         0.70574	        0.505806	        0.499625	
        0.114791	        0.132855	        0.436631	        0.447108	
        0.304777	        0.397761	        0.591801	        0.503879	
        0.706332	        0.705193	        0.557848	        0.452606	
        0.376394	        0.379729	        0.452858	        0.455403	
        0.796376	        0.679629	        0.447349	        0.464709	
        0.443264	        0.428695	         0.44523	         0.48639	
        0.474644	         0.24834	        0.318887	        0.528566	
       0.0688239	        0.227468	        0.392727	         0.43053	
        0.715284	        0.666331	        0.587318	        0.478155	
        0.198376	        0.317465	        0.522878	         0.43984	
        0.779603	        0.592824	        0.458019	        0.488839	
        0.987909	        0.611678	        0.665485	         0.53439	
        0.742937	        0.680702	        0.382293	        0.452695	
        0.553772	        0.394012	        0.551138	        0.496965	
       0.0947647	        0.338696	         0.58774	        0.515274	
        0.802829	        0.673157	        0.512138	        0.557037	
        0.143993	        0.446608	        0.555536	        0.466225	
        0.362007	         0.62403	        0.489652	        0.482337	
        0.993016	        0.722927	         0.47966	        0.536742	
       0.0791126	        0.231641	        0.408657	        0.483948	
        0.630576	         0.79955	        0.682966	        0.470246	
        0.502638	        0.311442	        0.381215	        0.470603	
        0.234588	        0.217269	        0.506697	        0.455436	
        0.740946	        0.690473	        0.417793	        0.497768	
        0.809869	        0.823288	        0.443907	        0.525393	
        0.541868	        0.468745	         0.55646	        0.503251	
        0.366618	         0.22993	        0.551856	        0.517014	
        0.926372	        0.757216	        0.487502	        0.512069	
        0.922494	        0.470122	        0.423768	        0.475357	
        0.908909	        0.796517	        0.579638	        0.536246	
        0.705866	        0.705752	         0.48296	        0.502764	
        0.219735	        0.518272	        0.462037	        0.489289	
        0.962668	        0.955122	        0.561134	         0.52561	
        0.822387	        0.607592	        0.549159	        0.494279	
        0.461602	        0.690423	        0.522594	        0.487904	
         0.40702	        0.311217	        0.357501	        0.499176	
        0.178967	        0.541125	        0.582867	        0.538888	
        0.808007	        0.842622	        0.629809	        0.457584	
        0.387566	        0.554972	        0.438419	        0.497431	
        0.352181	        0.219033	        0.382945	        0.455119	
        0.789435	        0.416978	        0.337326	        0.483035	
        0.206929	        0.175228	         0.61566	        0.522313	
        0.802487	        0.826926	        0.500651	        0.474257	
        0.599821	        0.691713	        0.586979	        0.564925	
       0.0635013	        0.460478	         0.56192	        0.497895	
        0.424615	        0.500804	        0.608073	         0.53465	
           0.754	        0.797674	        0.654413	        0.542319	
        0.166561	        0.140368	        0.435852	        0.482257	
        0.126027	        0.357596	        0.394692	        0.519236	
        0.435428	        0.528936	        0.527246	         0.54273	
        0.280652	        0.219096	        0.482149	        0.482112	
        0.516329	        0.735647	        0.570675	        0.498812	
        0.669931	        0.752593	        0.592251	        0.565886	
        0.143204	        0.222117	        0.425464	        0.500814	
        0.504527	        0.507262	        0.426246	        0.503746	
        0.781025	        0.495809	        0.568883	        0.500282	
        0.811219	        0.604776	        0.523389	        0.501724	
        0.287986	        0.190942	         0.38341	        0.500059	
         0.11023	       0.0718404	        0.539409	        0.502909	
        0.276207	        0.521473	        0.599239	        0.537391	
        0.515382	        0.346256	        0.488426	        0.451096	
        0.650846	         0.39772	        0.477061	        0.543977	
        0.675382	        0.415318	        0.558419	        0.491535	
        0.691604	        0.406241	        0.293204	        0.424215	
        0.142535	        0.233825	        0.431463	        0.502394	
       0.0903637	        0.446755	        0.512292	        0.539813	
        0.448339	        0.318382	        0.478241	        0.524828	
        0.959466	        0.938727	        0.571928	        0.528349	
        0.819386	        0.773811	        0.473027	         0.52173	
        0.475056	        0.442485	        0.429104	        0.496325	
        0.248955	        0.162973	        0.453774	        0.510531	
        0.702493	        0.757022	        0.512409	         0.51105	
        0.512145	        0.421697	        0.444456	        0.472116	
        0.666511	        0.749026	        0.450542	        0.522042	
       0.0201788	        0.252296	        0.485823	        0.449838	
        0.851024	        0.697336	        0.584679	        0.461591	
        0.152348	        0.412731	        0.546834	        0.472558	
        0.449914	        0.640942	        0.347041	        0.465044	
        0.598096	        0.470995	        0.459535	        0.530455	
       0.0411681	        0.302007	        0.451657	        0.491002	
        0.107739	        0.403427	         0.52439	        0.528837	
        0.575124	        0.730683	        0.540765	        0.506478	
        0.005519	        0.486052	        0.394845	        0.463528	
        0.837891	        0.456908	        0.533196	        0.479915	
        0.186938	        0.278541	        0.616521	        0.540101	
       0.0167708	        0.409901	        0.503264	         0.54696	
        0.112803	        0.210701	         0.53049	        0.533239	
        0.777044	        0.584347	        0.565788	        0.518201	
        0.557506	        0.529086	        0.359481	         0.54321	
        0.121502	        0.347922	          0.4015	        0.530931	
       0.0466272	        0.324653	        0.580605	        0.490806	
        0.326731	        0.426159	        0.440546	        0.476788	
        0.123893	        0.403462	        0.517343	        0.494058	
        0.701419	        0.630164	         0.60128	        0.553087	
       0.0539121	        0.242578	        0.454301	        0.526758	
        0.801056	        0.445148	        0.406865	        0.511732	
        0.579913	        0.788615	        0.745095	          0.4999	
        0.352766	        0.452905	        0.503957	        0.488905	
        0.528697	        0.621414	        0.686256	        0.504091	
        0.219441	        0.515049	        0.451264	        0.416132	
        0.389078	        0.548021	        0.381197	        0.440515	
        0.607605	        0.760289	        0.413677	        0.484636	
