            exp1	            exp2	           exp10	          exp100	
         3.90903	         2.11505	         1.59605	         1.10092	
       0.0225812	         0.44575	        0.622551	        0.834054	
        0.213524	        0.633955	        0.558419	        0.965552	
         1.84685	         1.33939	        0.725892	         1.01378	
        0.585451	         2.78397	         1.66163	         1.07085	
         0.29426	        0.155299	        0.845965	        0.800302	
       0.0040805	       0.0697606	        0.803038	        0.989371	
       0.0566263	         1.40702	         1.17354	        0.962999	
        0.728142	        0.933972	          1.5396	        0.974819	
         1.55253	         1.04615	        0.793099	        0.977749	
        0.430087	        0.218655	        0.608918	        0.903669	
        0.482579	        0.478071	        0.706657	        0.911042	
        0.656095	        0.499753	        0.808025	         1.15229	
         3.42184	          2.1014	         1.26717	        0.887364	
        0.989792	         1.05672	        0.880872	        0.855269	
        0.447622	        0.247954	        0.722249	        0.924342	
         1.28258	         1.49989	        0.910907	        0.845309	
         1.46413	         2.21273	         1.38321	         1.06546	
         1.19221	         1.00752	          1.0917	         1.02443	
       0.0592754	         1.29943	        0.962502	         1.05203	
        0.442097	        0.824971	        0.711335	          1.0142	
        0.422193	        0.687137	        0.850522	        0.938267	
        0.257011	        0.552935	          1.0761	        0.912428	
         1.12233	         0.81404	         1.38991	         1.00914	
        0.663113	        0.477317	        0.769439	         1.10665	
         1.24154	         2.45867	         1.84104	         1.15232	
         1.96378	          1.1058	        0.898383	         1.04603	
         1.85782	         2.52941	         1.46045	         1.02352	
       0.0681945	        0.141914	        0.800171	        0.801437	
        0.646935	        0.570038	         1.21152	         1.06604	
        0.145201	        0.520831	        0.877281	        0.973029	
        0.258443	        0.369907	        0.792968	        0.977226	
        0.198019	        0.147494	        0.776318	         0.85444	
        0.610422	        0.464339	         1.22833	         0.98183	
        0.437976	        0.416085	        0.848449	        0.906968	
         0.21435	        0.430681	         1.05797	         1.08681	
       0.0647526	         1.10831	        0.765469	        0.905586	
         2.63514	         1.49521	        0.612148	         1.03189	
        0.353939	        0.665987	        0.961163	         1.00666	
         2.78675	         1.57933	         1.46956	         0.99711	
        0.154018	        0.538778	        0.863849	         0.93367	
        0.605366	        0.302896	        0.483295	        0.940814	
         1.23797	          2.1166	         1.64899	         1.18186	
        0.248946	          0.2921	        0.815129	        0.908156	
       0.0709275	         0.16571	        0.848371	         0.84636	
        0.719318	         1.28465	        0.871348	        0.807854	
        0.919059	        0.617958	         0.71771	        0.823171	
        0.151966	        0.162727	         0.87889	        0.957446	
        0.480729	         0.24517	         1.33721	         1.18931	
       0.0717467	        0.337138	        0.801896	         1.04884	
        0.437478	        0.547738	        0.665494	         0.93405	
         1.41602	         2.07821	         1.29328	        0.998741	
           0.432	        0.404107	        0.714356	        0.877142	
         1.37002	        0.917308	         1.07237	         1.01514	
         0.44103	         1.91749	         1.24683	         1.04802	
        0.892118	         1.23396	        0.776775	         1.09464	
       0.0151735	        0.400679	         1.17626	        0.902402	
        0.135704	        0.672019	        0.835339	        0.810341	
        0.147742	        0.115093	         1.46657	         1.27503	
        0.887707	        0.896487	          1.1879	        0.943124	
        0.975468	         1.83652	         1.13266	         1.05985	
       0.0755008	        0.732848	        0.970681	        0.954347	
         1.71366	         1.49722	         1.04657	         1.04838	
        0.635188	         1.47743	         1.07927	         0.96992	
        0.465544	        0.419417	        0.883469	        0.895559	
         1.28972	         1.18769	        0.980864	         1.11354	
         2.18208	         1.18872	         0.94724	         1.08641	
         0.57717	        0.376278	        0.956223	        0.837465	
        0.201087	        0.992944	        0.973544	        0.987952	
        0.542948	        0.768892	        0.689822	        0.887375	
         2.58767	          1.3407	        0.541431	        0.754089	
        0.627974	        0.775117	         1.58448	         1.20563	
         1.21171	          1.2058	        0.787705	        0.858065	
        0.193465	        0.275675	        0.846648	         1.00152	
         5.71737	         5.89865	         2.17687	         1.15594	
        0.201839	        0.187085	          0.4557	        0.792759	
         3.05313	         1.97939	         1.72377	        0.980558	
        0.309778	        0.192533	        0.940696	        0.800564	
         1.62971	         1.04613	        0.807156	        0.920454	
         3.38824	          1.7184	         1.75744	         1.04861	
        0.018518	        0.729229	        0.713959	         1.00089	
         2.64898	         1.35777	         1.21283	        0.941775	
          1.1597	         1.26835	         1.11912	        0.947233	
        0.444025	          2.0834	         1.11968	        0.927195	
         1.23733	         0.89542	        0.632336	        0.771894	
        0.349546	        0.532328	        0.826386	         1.04667	
       0.0921304	        0.667347	        0.970205	         1.04287	
           0.165	        0.373506	        0.928362	         1.02338	
         1.34378	        0.836282	         1.22459	         1.11677	
        0.680803	        0.442671	         1.56117	         1.02342	
        0.368875	        0.221499	        0.787437	          1.0121	
        0.429918	        0.700038	        0.736796	         1.10514	
         2.59522	         1.50973	        0.906016	        0.796628	
         1.06919	        0.787079	         1.12704	        0.913984	
        0.659339	        0.520945	        0.840618	        0.921364	
        0.143562	        0.578341	         1.07498	         1.19284	
        0.682244	         2.21498	          1.0478	         1.12895	
         1.46267	        0.867019	        0.980182	        0.910784	
         1.80362	         1.01156	         1.08409	        0.991538	
        0.890271	        0.859457	        0.644703	         1.21953	
        0.535939	         0.39807	        0.904175	         1.06847	
        0.173454	         0.42754	        0.851885	         1.07037	
         1.14182	         1.20169	        0.958973	        0.945976	
        0.418324	         1.50992	          0.7399	        0.959951	
         1.27986	         1.58024	          1.4373	         1.08162	
         1.31367	        0.816944	        0.660417	         1.03713	
        0.729879	        0.477416	        0.699088	         1.05339	
         1.61869	        0.958405	        0.639319	         1.00095	
        0.294037	        0.438766	        0.506649	         1.14805	
       0.0396336	        0.423844	         1.68241	         1.13541	
        0.335661	         0.84924	          1.2267	         1.14594	
        0.177099	        0.825036	         1.54149	         1.08603	
         0.71183	        0.630272	         1.27776	        0.959995	
        0.207931	         1.82584	         1.18304	         1.15105	
        0.928775	         1.38365	         1.03464	         1.05734	
         1.02245	         1.06959	         1.78327	         0.98812	
         0.35576	         1.42722	         1.05133	         1.15216	
        0.889235	        0.471933	        0.631782	        0.974633	
         0.12039	        0.740051	         0.80194	         0.95565	
        0.272256	        0.163915	        0.870863	         1.10587	
        0.748991	        0.583521	        0.711489	        0.964548	
        0.235199	        0.483796	        0.941892	        0.959076	
         3.72892	         2.19915	         1.36921	         1.13955	
        0.152565	        0.491991	        0.959071	        0.943914	
       0.0476379	         2.16768	         2.05689	         1.24237	
         1.16167	         1.51778	         1.08409	         1.00347	
         4.95087	         2.67903	         1.23181	        0.985545	
      0.00329035	         1.28318	        0.786418	        0.832933	
         1.86636	         1.53387	        0.966112	         1.04887	
       0.0129371	        0.406436	         1.00511	        0.926339	
          0.8655	         1.44346	        0.973828	        0.914475	
        0.135183	         0.27818	         1.03354	        0.993571	
        0.872892	        0.700115	         1.18408	         0.95173	
        0.253078	         1.35705	         1.48734	         1.01497	
         3.58704	         1.81844	        0.973919	         0.99176	
         1.76027	         1.23731	         1.02835	        0.945385	
         2.82836	         1.54472	         1.19239	         1.06505	
        0.406722	         1.48323	        0.691738	        0.826789	
         1.04109	        0.872511	         1.40904	         1.08521	
        0.109546	        0.145134	         1.16681	        0.938798	
         2.12724	         1.73791	         1.24074	          1.1742	
        0.894035	           1.639	        0.888589	         1.00854	
         1.37179	        0.749976	         1.30395	         1.01996	
         1.13143	         1.16197	        0.912259	          1.0213	
        0.333325	        0.666523	        0.889264	         1.03263	
         1.92835	         1.10904	         1.27685	         1.13413	
         1.73617	          0.9086	        0.492404	        0.923865	
        0.403683	        0.425867	        0.799721	         1.04101	
         1.85419	         1.13925	        0.917284	         1.02283	
         1.28411	         1.83948	        0.935941	        0.792939	
        0.026232	        0.799457	        0.578097	        0.907919	
        0.458263	        0.745671	         1.26251	         1.37056	
        0.732827	        0.405727	        0.750014	        0.920381	
         2.34688	         3.08599	         1.53911	         1.08918	
        0.808149	        0.513194	        0.838168	         1.01348	
        0.672878	        0.674026	        0.945141	         1.09178	
        0.137741	        0.211846	         1.28716	         1.23295	
         1.22375	         1.27402	         1.04638	         1.21923	
        0.877422	         0.90981	        0.898344	         1.05887	
        0.510164	        0.311842	        0.790703	        0.920221	
        0.654386	        0.484298	        0.783178	         1.04571	
        0.797748	        0.439478	        0.863234	        0.969353	
        0.444977	        0.633887	        0.782687	        0.937992	
         2.09601	         1.12793	         1.07427	         1.23753	
        0.062886	        0.194885	        0.781732	         0.91505	
         1.17173	         0.68463	        0.800161	        0.964357	
         1.46906	        0.961264	        0.883007	         1.20504	
         2.50761	         1.55648	         1.13993	        0.955974	
      0.00181961	        0.221817	        0.703995	        0.918509	
        0.249723	         1.47397	         1.20239	          1.1127	
          3.4849	          2.8525	         1.10453	         1.08885	
        0.281636	        0.246618	        0.891078	         1.00784	
         1.19312	         2.18667	          1.3004	        0.969942	
          1.3422	         1.79198	         1.41976	         1.00421	
        0.513815	        0.712803	         1.88327	         1.13185	
        0.932612	         2.44799	         1.03907	        0.827449	
         2.04029	         1.23743	          0.8911	          1.0187	
        0.334134	         0.51891	         1.20433	         1.09925	
         1.17902	         1.00193	         1.52503	        0.935804	
          0.2206	        0.295459	         1.63532	         1.10346	
        0.668188	        0.346441	        0.909406	        0.993856	
         0.39649	        0.212241	        0.873048	        0.992936	
        0.155601	         1.19199	        0.995582	         1.03274	
        0.306916	        0.426231	        0.787928	        0.869577	
        0.098644	         1.00222	        0.334071	        0.908778	
         0.49215	         0.97147	        0.661054	        0.824245	
         1.90844	          1.2689	        0.764995	         1.00289	
         1.04596	           1.193	         1.03984	         1.12796	
         2.26447	         1.51474	        0.955519	        0.899657	
        0.683823	        0.640108	         1.37956	         1.01003	
          1.2389	        0.996347	        0.865334	         1.00728	
        0.640674	        0.720323	        0.625804	        0.816973	
        0.176291	        0.280685	         0.46136	        0.926661	
       0.0497287	        0.209157	          1.1633	          1.1408	
         1.10425	        0.731617	          1.0595	        0.953508	
       0.0581183	        0.419758	        0.675548	        0.994706	
         1.65963	        0.890387	         2.02611	         1.01466	
        0.109687	        0.145636	        0.561126	         0.99536	
         0.80769	        0.815576	         1.04049	        0.925514	
       0.0487369	        0.385552	         1.03522	        0.998244	
         2.90582	         1.71369	         1.06046	         1.05711	
          1.2421	        0.789049	         1.01597	        0.917371	
        0.798305	        0.475152	         1.25581	         1.09485	
       0.0672815	        0.139915	         1.04972	         1.05222	
        0.995355	        0.531228	         0.73259	         1.07622	
        0.371691	        0.655214	         1.82918	          1.0833	
       0.0817803	        0.865659	        0.684668	        0.942427	
      0.00413635	        0.917242	        0.920011	         1.21467	
        0.693162	        0.624516	        0.628163	        0.906505	
        0.853116	        0.506296	        0.853125	        0.829191	
        0.506058	        0.255914	        0.833684	        0.994593	
         1.53047	        0.824193	         1.12209	        0.843054	
         0.77555	         1.19134	         1.49983	         1.03059	
        0.230277	        0.641457	         1.00792	         1.03347	
         1.77106	         1.94443	        0.988743	        0.952299	
        0.620877	        0.438064	         0.82645	        0.946323	
        0.148613	        0.348701	        0.703664	         0.96424	
        0.864935	        0.570246	        0.902553	         1.12773	
        0.313702	         1.43017	        0.684933	         1.03545	
        0.266954	        0.555367	        0.727686	        0.933614	
         0.91154	        0.669775	         1.13996	        0.941513	
        0.880319	        0.944845	         1.19073	         1.08805	
         1.02654	         1.82667	        0.879818	          1.0047	
        0.337341	         1.40915	        0.643584	        0.932991	
         1.98736	         1.01544	         1.47784	         1.19597	
        0.502751	         0.27994	        0.730905	        0.930612	
        0.719903	         1.50344	         1.28966	        0.929762	
        0.639058	        0.796259	         1.08073	         1.04278	
       0.0794783	        0.440097	        0.972332	        0.974801	
       0.0419137	        0.179307	          1.2506	         1.06279	
        0.293999	        0.517704	        0.648715	         0.98583	
        0.412913	         1.61095	         1.06469	         1.10606	
         0.71187	         1.33558	         1.09331	        0.903313	
         1.37166	         1.62366	        0.990386	        0.980312	
        0.378078	        0.309522	        0.961213	        0.882793	
        0.790802	         1.21799	         1.25759	         1.19194	
         1.22058	         2.28261	         1.12104	        0.871172	
          3.1172	         1.57562	         1.46448	        0.934076	
         0.81952	         1.24468	        0.980289	         1.04316	
         4.35136	         2.64204	         1.04026	         1.03023	
         1.44158	         1.32426	         1.56881	         1.06677	
        0.213213	        0.429765	         0.80479	         1.18489	
        0.754082	        0.651622	        0.710387	         1.01691	
          1.7635	         1.01995	        0.883475	         1.07189	
        0.498908	        0.592428	         1.33413	         1.00298	
        0.859165	        0.977516	        0.583112	        0.861076	
        0.353347	         1.27539	         1.23729	         1.00066	
         2.98774	          1.8493	         1.31974	         1.09734	
        0.982802	        0.540406	        0.788146	        0.863671	
        0.508242	        0.739279	        0.639071	        0.871545	
        0.961438	         0.92951	         1.36846	         1.13081	
         0.31629	         0.83454	         1.29947	        0.920122	
        0.480403	        0.433511	          1.3795	        0.949723	
        0.120385	        0.446009	        0.572898	        0.995059	
         1.63159	        0.952717	        0.565211	        0.835783	
         1.15884	         1.27113	         1.65114	        0.865494	
         1.75994	         2.59311	         1.39476	           1.133	
       0.0572995	         3.76356	          1.4395	         1.07695	
        0.773785	        0.678126	        0.664516	        0.886758	
         2.23542	         1.25227	         1.08594	        0.951405	
         1.53006	         1.45018	        0.825581	         1.19253	
         1.49412	          2.1504	         1.15845	        0.924842	
        0.199606	         2.43726	         1.46486	         1.05549	
        0.495466	        0.454728	        0.601484	        0.925045	
        0.265435	        0.427062	         1.19196	         1.06873	
         2.34683	         2.52466	         1.30996	         1.12923	
        0.802761	        0.542131	        0.882894	         1.03552	
        0.220744	        0.166792	         1.02168	         1.02722	
     0.000915085	        0.226572	        0.341586	        0.805527	
         1.63873	         2.14649	         1.35897	         1.16671	
        0.183757	        0.781396	         1.77846	         1.16479	
        0.134093	        0.503809	         1.54984	          1.2074	
        0.386652	        0.800871	        0.905243	         1.05757	
         1.76468	         1.17885	        0.872013	        0.965203	
       0.0224422	        0.582138	        0.786583	         1.06712	
        0.418831	        0.960585	        0.855026	        0.882584	
         0.98234	        0.515687	         1.14743	        0.959302	
         2.45675	         1.25894	        0.766077	        0.927143	
         2.48467	         2.14819	        0.968093	         1.14895	
         1.88491	         1.87069	         1.30917	         1.14134	
        0.689899	        0.932301	        0.758279	        0.961345	
         1.06699	        0.620701	         1.12129	         1.06433	
        0.799815	        0.454654	        0.442925	         0.82668	
         1.05732	         2.48376	         1.06058	         1.11089	
       0.0975877	         0.13921	         1.06512	        0.973642	
       0.0362035	        0.130345	        0.332317	        0.958922	
         1.97076	         2.08041	          1.1707	         1.13767	
         3.32769	         1.87452	          1.0909	        0.985676	
        0.203949	        0.876319	         1.32161	        0.841958	
        0.183658	        0.392736	        0.998758	        0.900721	
       0.0249336	        0.104504	        0.881587	        0.980835	
        0.871905	          2.6757	          1.7016	         1.02017	
        0.903296	         1.08784	         1.67973	          1.0116	
       0.0477775	        0.812525	        0.556431	         1.09888	
         2.89277	         2.65551	         1.58313	         1.01072	
         0.93804	        0.915319	         0.91359	          1.1392	
        0.456353	        0.476229	         1.59758	         1.22098	
         2.21975	         2.06711	         1.29291	         1.02854	
         0.75049	        0.460781	         1.10461	         1.01507	
        0.423191	        0.739462	        0.927551	         1.13535	
        0.795432	        0.430491	         1.34493	        0.953282	
         4.21724	         2.15672	        0.822016	         1.08036	
         0.90535	        0.575227	        0.864517	         1.00744	
        0.131289	        0.624277	        0.680218	         1.00691	
         1.10435	         1.58273	        0.967879	        0.932746	
        0.647144	        0.423382	        0.769105	        0.832437	
        0.600057	         1.62203	         1.01963	         1.04203	
        0.420495	        0.376281	        0.528942	         1.06905	
        0.332242	        0.346441	        0.643039	         1.03048	
        0.500022	        0.573597	        0.817738	        0.938551	
      0.00444781	         1.15179	        0.470143	         1.12434	
        0.148067	         2.00699	         1.06662	         0.90185	
         1.90601	         1.16109	        0.806404	         1.01392	
          2.3034	         1.96637	        0.775778	         1.00834	
        0.956372	         2.20438	         1.10274	        0.977627	
       0.0158227	        0.245726	        0.751077	        0.867549	
        0.715957	        0.771047	        0.963881	         1.02535	
          1.1681	        0.953555	         1.10364	         1.03844	
        0.761267	          1.6245	         1.75966	         1.12375	
        0.366228	         1.33801	          1.1562	         1.08539	
        0.120014	        0.199315	        0.447262	          0.9771	
        0.443212	        0.438379	        0.561417	          1.1162	
         1.36895	         1.27868	         1.12335	         1.05146	
         4.89438	         3.15629	         1.37768	         1.09091	
         1.08099	         1.60395	         1.03803	         1.00067	
         2.63498	          1.5465	         1.06277	         1.05516	
        0.470078	        0.407182	        0.965375	        0.911936	
       0.0675296	        0.812968	         1.14185	         1.10314	
        0.872969	           2.278	         1.29864	         0.91336	
        0.712363	        0.633125	        0.652523	        0.816016	
        0.251922	         1.23365	           1.104	         1.06351	
         0.41019	          2.0119	          1.6983	         1.14724	
        0.162335	        0.658289	        0.848387	         1.15577	
         3.72056	         3.33749	         1.13099	         1.04707	
         3.55802	         2.04217	         1.06187	         1.06371	
         1.54474	         1.61146	          1.0458	        0.927585	
         3.25537	          1.8394	         1.25462	         1.10529	
         1.32879	        0.770613	        0.772134	        0.943127	
         1.22584	         1.70147	         1.59023	         1.02787	
        0.306846	         1.12102	         1.10023	        0.950407	
        0.409415	         0.56523	         1.60653	         1.04225	
         2.70886	         2.40596	          1.2359	         1.02616	
        0.120415	         2.15093	         1.44769	         1.09113	
        0.535517	        0.550401	        0.617075	        0.917761	
        0.552556	        0.299323	         0.76953	        0.872507	
        0.288523	        0.339286	        0.992868	         0.91284	
         2.55971	         1.28081	        0.900903	         1.10629	
       0.0302652	        0.624815	         1.21608	        0.978366	
      0.00862369	         1.77939	         1.09329	         1.06426	
         1.22649	        0.696106	        0.629266	        0.929974	
        0.185105	         1.09059	        0.953208	        0.936904	
       0.0344562	         1.82208	         1.58821	         1.13576	
        0.844124	        0.453435	        0.952814	        0.950867	
        0.337148	        0.497469	         1.08875	         0.93081	
         1.20513	         1.08529	        0.771509	        0.955947	
        0.997123	         2.66609	         1.20916	         1.05313	
       0.0449378	        0.671846	         1.21536	        0.969105	
         1.60904	         1.09586	         1.19494	        0.857675	
        0.556359	        0.664346	        0.999435	         1.14504	
         2.39371	         1.33158	        0.904926	         1.07641	
        0.684556	        0.582803	        0.669973	        0.896876	
        0.106905	         0.37772	        0.580727	        0.817408	
        0.200086	        0.246303	         1.19007	         1.05054	
          1.0965	         0.85482	         1.23938	        0.929092	
        0.138647	        0.932557	         1.51313	        0.885079	
         1.77726	         1.24891	        0.873798	         1.06478	
        0.190525	          1.9117	        0.940079	         1.01942	
        0.335156	        0.270462	        0.842915	        0.851879	
         2.17578	         1.26246	        0.931462	           1.021	
        0.423459	         0.42431	        0.675081	        0.875091	
       0.0291075	       0.0159362	        0.639462	         1.00798	
        0.019261	        0.219454	         1.42282	         1.01325	
        0.392037	        0.547349	         1.06959	        0.982107	
         1.86374	         1.11024	         1.14994	        0.861959	
         1.65663	        0.933939	        0.699826	        0.975055	
         1.17932	         1.07234	         0.95888	         1.04568	
        0.507413	        0.291418	          0.9321	        0.885847	
        0.231172	         1.37966	         1.21907	         1.12251	
        0.559114	          1.2419	        0.875946	        0.971225	
        0.104886	        0.539321	         0.75816	        0.999929	
         1.02745	        0.750072	          1.6611	        0.940724	
        0.332088	        0.310644	         1.17598	         1.11376	
       0.0509402	         1.08049	        0.850615	        0.906867	
        0.987887	        0.606082	          1.0444	         1.10368	
        0.833512	         1.86672	        0.628937	        0.985777	
         2.47545	         2.49292	         1.49159	         1.10864	
         1.22764	        0.942801	        0.834632	        0.918119	
       0.0841179	        0.496593	        0.907062	        0.969191	
         1.73746	         1.52263	        0.910175	        0.901678	
        0.543149	          2.1621	         1.31277	        0.960569	
       0.0815488	         0.21207	        0.763941	          1.0095	
        0.364352	         0.49083	        0.915131	         1.07908	
         4.27395	         3.15248	         1.85577	         1.11022	
        0.637105	        0.506025	        0.633114	        0.912394	
        0.658711	        0.571523	        0.707143	        0.897302	
       0.0065098	        0.542385	        0.824126	        0.838733	
       0.0167382	        0.501739	        0.968548	        0.913823	
        0.278052	        0.734497	         1.32281	         1.09979	
        0.481494	        0.741277	        0.583799	        0.913158	
         1.18779	        0.720553	          1.1592	         1.02067	
        0.901724	         1.33013	        0.498962	         1.04958	
         2.91696	         1.85927	         1.52054	         1.07399	
         0.53392	        0.594822	        0.909783	        0.952225	
         1.33014	         1.29155	         1.19464	        0.975974	
        0.190813	        0.460495	         1.20864	        0.810516	
       0.0820494	        0.671387	           1.391	         1.04885	
         2.83026	         1.56664	        0.852897	         1.11597	
        0.274254	        0.513349	        0.835759	         1.07398	
        0.676919	        0.416812	        0.701194	         0.85432	
        0.561275	        0.470949	        0.562421	        0.906562	
         1.82616	         1.44813	        0.855917	        0.923498	
        0.657183	         1.21168	        0.741197	         1.09992	
         1.12373	         2.17334	         1.53797	         1.01444	
         1.55842	        0.826725	         1.23135	        0.945948	
        0.577594	        0.329996	         1.16446	         1.00826	
        0.795523	        0.602873	        0.722644	         1.06227	
         5.45038	         3.21685	         1.84689	         1.04354	
         0.71691	        0.965891	        0.898241	        0.949125	
         2.01315	         1.06287	        0.909099	        0.897145	
        0.211792	        0.529421	        0.840999	        0.977028	
         2.14145	         1.32072	         1.18191	        0.981152	
        0.100147	        0.581051	         1.55969	        0.978664	
        0.254471	        0.808056	        0.743267	        0.864397	
         2.56971	         1.45502	         1.44246	         1.03406	
        0.393029	        0.327611	        0.655288	        0.933466	
        0.331731	        0.254737	        0.827371	         1.06654	
          1.7404	         1.76627	        0.974006	         1.03725	
        0.173581	       0.0922299	        0.875808	        0.950146	
        0.169055	        0.947512	         1.08541	        0.963079	
        0.616449	         1.82101	          1.0423	          1.0317	
         2.09416	            1.43	          1.6793	          1.2395	
         1.83906	         1.17828	         2.15864	         1.09843	
         1.14855	        0.858132	         1.55992	         1.13797	
       0.0632556	        0.119598	        0.946292	         1.01623	
        0.484739	        0.336824	        0.728555	        0.930804	
         0.16413	        0.547545	        0.810901	         1.06964	
        0.219002	        0.786925	        0.635133	         1.12252	
       0.0783174	       0.0398995	        0.514752	        0.929713	
        0.518374	        0.276843	          1.2693	        0.848295	
        0.612806	         1.62607	         1.54432	         1.10012	
        0.464295	        0.515665	        0.342487	        0.939492	
        0.706032	        0.540502	        0.437927	        0.883145	
        0.139644	        0.852883	         1.08791	        0.928483	
         1.69233	        0.901863	         1.27854	         1.11171	
        0.748817	        0.983107	        0.940232	         1.08895	
         1.37819	         1.05121	         1.75925	        0.954743	
        0.470046	        0.318256	         1.56008	         1.02834	
         1.84884	         1.33067	         1.26332	        0.928353	
       0.0311745	          1.6489	        0.944685	          1.0125	
        0.451573	        0.902202	         1.19837	         1.06104	
         2.22656	         1.28892	         1.36304	         1.19712	
        0.563293	        0.394315	        0.599708	         1.01388	
        0.457535	         0.57571	         1.16049	        0.957459	
         3.37206	          1.6911	         1.14476	        0.983537	
         0.82215	        0.729207	        0.944754	         0.92463	
         3.10203	         3.00262	         2.12468	         1.11889	
        0.114548	        0.482456	        0.823019	        0.852881	
         2.68364	         1.81326	         1.53438	         1.09568	
         1.30527	        0.807485	        0.698009	         1.00795	
          2.4904	         2.84045	         1.12022	        0.977752	
        0.282794	        0.217765	        0.563598	        0.921011	
       0.0601242	        0.202841	        0.469022	         0.86554	
       0.0765557	        0.256578	         1.25831	         1.02471	
         0.54024	         1.15929	        0.908019	        0.980634	
        0.273183	          2.3095	         1.06834	        0.848461	
        0.374296	         0.24998	         1.07727	         1.07919	
        0.137099	         0.27221	        0.884509	        0.928973	
          1.1219	        0.572207	         0.84553	        0.808685	
        0.316924	        0.521549	        0.548403	        0.938244	
        0.243205	         2.66846	         1.40316	        0.879559	
        0.505614	          1.3057	         1.79331	         1.09405	
         1.60203	        0.862304	        0.755074	        0.838831	
         0.44106	        0.439478	        0.627662	         1.07751	
         1.15584	         1.45539	        0.862512	        0.907299	
         1.15185	         1.30629	         1.02641	         1.04267	
        0.072592	        0.200862	         0.60984	        0.981519	
        0.169137	         1.37191	        0.993418	        0.959645	
        0.158307	        0.222285	        0.668613	        0.934691	
        0.231296	         0.22881	        0.922033	        0.855822	
        0.766227	        0.415972	        0.928613	        0.944408	
       0.0575533	       0.0790042	        0.679845	        0.934786	
        0.268704	         1.46758	        0.980126	        0.949673	
        0.367539	         1.36036	        0.809784	        0.905417	
        0.520749	        0.261231	         1.24163	         1.07679	
         1.80847	         1.28135	         1.21658	         1.15087	
        0.465373	        0.331969	        0.504259	        0.828585	
         0.60974	        0.954684	        0.863748	         1.08902	
           1.131	        0.676418	         1.27664	         1.09395	
         4.92186	         2.70608	         1.05721	         1.11556	
         2.30626	         3.54769	         1.50722	         1.04213	
         1.96746	         1.73152	        0.627609	        0.931865	
         1.83697	         1.27723	         1.56175	         0.94417	
         1.68759	        0.959891	        0.763185	         0.83764	
        0.821722	        0.931044	           1.478	        0.926857	
         1.64039	        0.886241	         1.18952	        0.971007	
        0.519507	        0.728495	        0.824543	         1.09285	
         2.67099	         1.52194	         1.26847	         1.18824	
         1.93065	         1.80927	        0.682221	         1.08314	
      0.00512246	        0.153547	        0.630118	        0.917652	
        0.112918	        0.172615	         1.78359	        0.895838	
        0.225284	        0.236373	        0.438198	         1.03327	
          2.0847	         1.58755	         1.48001	          1.0588	
        0.178791	         0.15427	        0.884959	        0.889053	
          1.2633	        0.744853	         0.63159	         1.02107	
        0.573075	        0.386612	         1.06821	        0.982867	
        0.891367	        0.710333	        0.833563	        0.962879	
       0.0422033	        0.151812	        0.376397	        0.891945	
         2.29186	         1.20405	        0.741819	        0.979094	
         2.00203	         1.65768	         1.17174	           1.044	
        0.120562	       0.0888798	        0.605955	        0.958939	
         2.01616	         1.88096	         1.57305	         1.07865	
         1.69762	         2.80869	         1.26851	         1.01083	
        0.185211	        0.640943	        0.715128	        0.971721	
        0.788752	        0.752088	        0.861706	        0.934737	
        0.715208	        0.516153	         1.07408	        0.850787	
        0.777874	        0.554232	        0.849901	         1.00512	
       0.0851366	         0.19277	        0.929066	        0.989065	
        0.415272	        0.344492	        0.706753	         1.01023	
         1.75736	         1.02695	         1.22444	         1.01038	
        0.804454	        0.794214	        0.852058	          1.0204	
        0.271885	         1.51054	        0.859993	        0.967671	
        0.869863	         1.17812	         0.69532	        0.957853	
        0.623505	         1.16323	        0.806225	         1.00025	
         3.00373	         1.61328	        0.728409	         1.03269	
        0.951237	         1.35555	         1.00473	        0.978165	
         2.40301	         1.62423	         1.25498	        0.960758	
         1.87768	         1.80656	         1.25863	         1.26403	
         1.49335	         4.19896	         1.47084	         1.14015	
        0.171361	          0.2553	         1.11525	        0.995363	
       0.0474664	         0.60662	         1.19697	         1.05389	
        0.543202	         1.00901	        0.873255	         1.13796	
       0.0344032	        0.580725	        0.751855	         1.03048	
        0.292492	         1.04301	        0.640199	         1.03848	
        0.081424	        0.280389	        0.879193	         1.09503	
        0.272582	        0.462468	         1.20356	         1.08242	
         1.11173	         2.02795	        0.850724	         1.08986	
        0.883266	        0.736045	         1.02735	        0.971047	
         2.41786	         1.34599	        0.798718	          1.2476	
        0.321666	        0.196326	         1.14714	         1.05585	
        0.540877	        0.305803	        0.967386	        0.976824	
        0.790957	        0.672326	         0.74389	         1.01325	
         2.84668	         2.11923	         1.25281	        0.982738	
         2.24427	         1.41744	         1.32842	         1.11098	
       0.0156478	        0.381163	         1.09167	         1.09882	
         0.26304	        0.170218	        0.829037	        0.997857	
        0.309313	        0.674975	        0.534104	        0.925337	
         1.22582	         0.62502	         1.35304	          1.0316	
         2.55454	         1.52307	         1.23311	          1.0179	
         1.00414	        0.898955	        0.882647	         1.23208	
        0.171841	        0.165269	        0.919104	        0.919419	
         4.95099	         2.91168	         1.16485	          1.1176	
         2.02768	         1.28506	        0.689908	         0.79196	
       0.0542733	         1.38372	        0.903398	         1.07492	
        0.871386	         1.64146	         0.91986	         1.27503	
         2.54188	          1.9877	         0.91447	        0.911596	
        0.402149	        0.497643	         1.73735	        0.982993	
          2.9986	            2.16	        0.892481	        0.845326	
